kms_driven,owner,age,power,brand,actual_price,predicted_price
10000.0,1,3.0,100.0,6.0,46000.0,44600.96666666666
3900.0,1,2.0,250.0,4.0,146000.0,144185.50000000003
25385.0,1,7.0,150.0,5.0,59000.0,48528.0
26125.0,1,6.0,350.0,2.0,103700.0,101478.75714285712
50000.0,1,6.0,150.0,4.0,30000.0,54404.14666666667
12800.0,1,8.0,500.0,2.0,101000.0,108847.3
11500.0,1,4.0,500.0,2.0,165000.0,147508.93333333335
25878.0,1,7.0,110.0,5.0,19000.0,29228.67
60000.0,4,18.0,350.0,2.0,35000.0,61981.36
26000.0,1,7.0,150.0,7.0,31500.0,51833.0
10000.0,1,4.0,300.0,9.0,220500.0,240610.9166666667
27411.0,1,12.0,150.0,4.0,30000.0,27688.0
27000.0,1,8.0,200.0,7.0,55000.0,48982.62
13400.0,1,6.0,200.0,7.0,108000.0,83882.63333333333
14500.0,1,4.0,390.0,10.0,170000.0,168412.47
25000.0,1,6.0,350.0,2.0,112000.0,92038.39826839825
43399.0,2,6.0,150.0,8.0,35000.0,44976.0
34000.0,1,9.0,350.0,2.0,85000.0,75860.92
9000.0,1,7.0,500.0,2.0,110000.0,104489.5
19774.0,1,9.0,100.0,6.0,21000.0,25869.666666666664
29956.0,1,7.0,125.0,5.0,25000.0,29351.0
32000.0,1,8.0,350.0,2.0,90000.0,89540.14871428572
11921.0,1,3.0,150.0,6.0,75000.0,63107.0
13000.0,1,3.0,220.0,7.0,67474.0,74703.0
41736.0,1,7.0,220.0,7.0,38000.0,53489.59
101250.0,3,14.0,223.0,6.0,27000.0,17852.0
16000.0,1,6.0,150.0,8.0,39100.0,43708.52
12000.0,1,5.0,150.0,4.0,60000.0,70452.0
8400.0,1,2.0,350.0,2.0,137000.0,152132.0
15256.0,1,3.0,350.0,2.0,118000.0,120485.24
41915.0,1,12.0,150.0,7.0,25000.0,22205.82
26100.0,1,7.0,500.0,2.0,90950.0,117080.0
28112.0,1,4.0,150.0,8.0,70000.0,53070.0
38040.0,1,7.0,150.0,4.0,45000.0,57936.66666666666
19869.0,1,5.0,350.0,2.0,94000.0,109283.2
5000.0,1,6.0,650.0,12.0,420000.0,372764.05
250.0,1,2.0,410.0,2.0,166000.0,186000.0
30544.0,1,11.0,125.0,5.0,30000.0,21304.5
44000.0,1,5.0,250.0,5.0,120000.0,141432.0
30000.0,1,7.0,200.0,7.0,53100.0,49821.44
15112.0,1,5.0,220.0,7.0,65000.0,71109.14285714284
26081.0,1,7.0,350.0,2.0,74500.0,98788.0
85000.0,1,43.0,350.0,2.0,135000.0,109627.96
14740.0,1,4.0,150.0,7.0,43000.0,59429.66666666667
3100.0,1,4.0,350.0,2.0,170000.0,140878.0
15080.0,1,5.0,350.0,2.0,95000.0,118485.0
15833.0,1,3.0,110.0,5.0,42000.0,44571.14
500.0,1,3.0,150.0,8.0,83000.0,84650.0
36000.0,1,6.0,180.0,1.0,44000.0,47417.0
